SAL_ID,Biomarker_Name,Biomarker_Type,Sampling_Method,Collection_Method,Analysis_Method,Collection_site,Disease_Category,Disease_name,Disease_subtype,Fold_Change,Regulation,Exosomal/Non-exosomal,Organism,PMID,Year_of_Publication,ID,Biomarker,Sequence
SAL_20974,Parascardovia denticolens,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,78258,Microbe,NZ_CM001148.1
SAL_20975,Scardovia inopinata,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,78259,Microbe,NZ_AP012334.1
SAL_20976,Pseudomonas mosselii,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,78327,Microbe,NZ_JAMKDR000000000.1
SAL_20977,Bifidobacterium merycicum,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,78345,Microbe,NZ_JDTL00000000.1
SAL_20978,Bifidobacterium pullorum,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,78448,Microbe,NZ_JDUI00000000.1
SAL_20979,Asticcacaulis excentricus,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,78587,Microbe,NC_014819.1
SAL_20980,Desulfosporosinus meridiei,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,79209,Microbe,NC_018515.1
SAL_20981,Bacillus horikoshii,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,79883,Microbe,NZ_JAMAYB000000000.1
SAL_20982,Thioflavicoccus mobilis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,80679,Microbe,NC_019941.1
SAL_20983,Herbaspirillum rubrisubalbicans,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,80842,Microbe,NZ_CP013737.1
SAL_20984,Acidovorax temperans,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,80878,Microbe,NZ_VFPV00000000.1
SAL_20985,Curvibacter delicatus,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,80879,Microbe,NZ_BCWP00000000.1
SAL_20986,Simplicispira metamorpha,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,80881,Microbe,NZ_SLXH00000000.1
SAL_20987,Simplicispira psychrophila,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,80882,Microbe,NZ_JHYS00000000.1
SAL_20988,Treponema brennaborense,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,81028,Microbe,NC_015500.1
SAL_20989,Hyphomonas johnsonii,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,81031,Microbe,NZ_ARYK00000000.1
SAL_20990,Eubacterium aggregans,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,81409,Microbe,NZ_FNRK00000000.1
SAL_20991,Clostridium methoxybenzovorans,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,81424,Microbe,NZ_ATXD00000000.1
SAL_20992,Anaeromusa acidaminophila,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,81464,Microbe,NZ_KB894642.1
SAL_20993,Aminobacterium colombiense,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,81468,Microbe,NC_014011.1
SAL_20994,Vagococcus lutrae,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,81947,Microbe,NZ_CP097019.1
SAL_20995,Gemella palaticanis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,81950,Microbe,NZ_JADGKN000000000.1
SAL_20996,Atopobium vaginae,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,82135,Microbe,NZ_UFSV00000000.1
SAL_20997,Centipeda periodontii,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,82203,Microbe,NZ_AFHQ00000000.1
SAL_20998,Anaerovibrio lipolyticus,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,82374,Microbe,NZ_JSCE00000000.1
SAL_20999,Anaerosinus glycerini,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,82375,Microbe,NR_025297.1
SAL_21000,Anaeroarcus burkinensis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,82376,Microbe,NZ_AUMI00000000.1
SAL_21001,Desemzia incerta,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,82801,Microbe,NZ_FOXW00000000.1
SAL_21002,Trichococcus flocculiformis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,82803,Microbe,NZ_FOQC00000000.1
SAL_21003,Streptococcus ovis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,82806,Microbe,NZ_KB904585.1
SAL_21004,Leminorella grimontii,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,82981,Microbe,NZ_AUUA00000000.1
SAL_21005,Buttiauxella noackiae,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,82992,Microbe,NZ_LXEO00000000.1
SAL_21006,Buttiauxella warmboldiae,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,82993,Microbe,NZ_RPOH00000000.1
SAL_21007,Pseudoxanthomonas johnstonii,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,83618,Microbe,NG_080789.1
SAL_21008,Lactobacillus amylolyticus,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,83683,Microbe,NZ_CP020458.1
SAL_21009,Clostridium aceticum,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,84022,Microbe,NZ_CP009688.1
SAL_21010,Clostridium methylpentosum,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,84026,Microbe,NR_029355.1
SAL_21011,Clostridium saccharolyticum,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,84030,Microbe,NZ_CP070235.1
SAL_21012,Clostridium thermosuccinogenes,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,84032,Microbe,NZ_NIOK00000000.1
SAL_21013,Propionispira arboris,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,84035,Microbe,NZ_FNZK00000000.1
SAL_21014,Syntrophococcus sucromutans,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,84037,Microbe,NR_119287.1
SAL_21015,Gemella sanguinis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,84135,Microbe,NZ_JAAXPT000000000.1
SAL_21016,Gemella bergeri,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,84136,Microbe,NZ_KI271876.1
SAL_21017,Cryptobacterium curtum,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,84163,Microbe,NC_013170.1
SAL_21018,Amycolatopsis thermoflava,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,84480,Microbe,NR_036887.1
SAL_21019,Clostridium frigidicarnis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,84698,Microbe,NZ_FOKI00000000.1
SAL_21020,Rothia nasimurium,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,85336,Microbe,NZ_SPQC00000000.1
SAL_21021,Mannheimia granulomatis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,85402,Microbe,NZ_CP016614.1
SAL_21022,Mannheimia ruminalis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,85403,Microbe,NR_024898.1
SAL_21023,Mannheimia varigena,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,85404,Microbe,NZ_CP016607.1
SAL_21024,Bacteroides acidifaciens,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,85831,Microbe,NZ_SRZA00000000.1
SAL_21025,Pseudomonas geniculata,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,86188,Microbe,NR_024708.1
SAL_21026,Pseudomonas hibiscicola,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,86189,Microbe,NZ_KB907511.1
SAL_21027,Mogibacterium pumilum,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,86332,Microbe,NZ_CP016199.1
SAL_21028,Mogibacterium vescum,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,86333,Microbe,NR_024712.1
SAL_21029,Bacillus weihenstephanensis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,86662,Microbe,NZ_CP065878.1
SAL_21030,Acidovorax defluvii,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,86669,Microbe,NR_026506.1
SAL_21031,Selenomonas lacticifex,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,86957,Microbe,NR_117597.1
SAL_21032,Zymophilus paucivorans,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,86958,Microbe,NR_117595.1
SAL_21033,Eremococcus coleocola,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,88132,Microbe,NZ_AUAT00000000.1
SAL_21034,Dorea longicatena,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,88431,Microbe,NZ_CP094679.1
SAL_21035,Luteococcus peritonei,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,88874,Microbe,NR_028882.1
SAL_21036,Lactobacillus acidipiscis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,89059,Microbe,NR_112693.1
SAL_21037,Weissella thailandensis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,89061,Microbe,NZ_JAAXPK000000000.1
